id,label
4353,0
15511,0
13707,2
16900,0
14426,0
14518,0
10271,2
16422,2
3451,1
15542,0
18871,2
1085,0
18761,2
15362,2
16942,0
15052,0
18911,2
3871,0
14564,0
15202,0
7648,2
17089,0
12818,1
14425,0
16319,0
1514,2
17214,1
872,2
85,1
16479,0
15512,0
15601,0
9972,2
5427,2
3776,0
12948,1
4442,2
4469,0
19023,0
16812,0
234,1
7329,1
733,1
17137,0
4413,0
15850,0
19531,2
7495,2
18741,0
16430,0
16414,0
4478,0
16206,0
14665,0
19302,0
2210,1
15217,0
15109,1
15039,0
18745,0
19484,2
4317,2
16097,0
2380,1
14480,0
472,1
14429,0
4547,0
14393,0
5494,2
17470,2
10611,1
2167,1
14743,0
19286,1
16076,0
15299,0
15513,0
523,2
7919,2
3560,1
19778,2
18299,2
15151,0
15230,1
16536,2
17080,0
4408,0
4419,1
1436,1
14421,0
15616,2
12470,1
15539,0
3927,1
6375,1
12198,1
2957,2
13568,2
14697,0
16636,0
4428,2
14608,0
15311,0
9306,1
15136,1
15308,0
17245,1
889,2
909,2
15811,0
19080,0
10144,1
10757,1
18091,2
412,2
1603,2
16962,0
15196,0
16033,0
16813,0
4592,1
16200,1
3150,2
12308,2
4265,0
12949,1
18256,1
4798,2
15937,0
13741,1
19291,0
14763,0
3848,2
937,0
2587,2
17082,2
12253,2
4538,0
14374,0
13855,1
4396,0
10848,2
10274,1
10184,1
12412,1
15242,2
4184,0
15916,0
16015,0
4164,0
4361,0
19237,0
12071,1
15009,0
13099,2
19157,1
15239,0
16492,2
14905,0
14662,0
9308,1
3719,2
20011,1
9929,1
14877,0
8736,1
14595,0
6834,2
7179,2
15572,0
16602,2
9683,2
14649,0
8605,2
5223,2
19916,2
4750,1
16886,1
3786,0
12044,1
2039,2
14412,0
18950,0
17034,2
51,2
11689,1
19234,0
6527,1
16849,2
656,1
6061,2
16305,0
4477,1
17114,0
16841,0
15908,2
11901,1
4104,1
15127,0
2573,1
2189,1
12077,1
15843,0
16380,0
7316,2
9328,1
732,2
4614,0
18319,2
15906,0
14168,2
4178,0
4303,0
4354,2
7242,2
5659,1
4483,0
4623,0
10683,2
16475,0
15170,0
3668,2
15341,0
8430,2
12825,1
14615,0
4655,0
18390,1
16827,2
108,2
18720,0
11525,1
13664,1
19051,0
18708,0
4310,0
7859,2
15481,0
15634,0
18973,0
17050,0
7481,1
824,2
14704,0
2818,1
4197,0
4294,0
15757,0
16219,0
13525,1
15998,0
14420,0
15759,0
16879,0
13984,1
7604,2
82,2
11957,2
16791,0
16020,0
12092,2
7260,2
1500,1
15208,0
4622,0
18684,0
4721,2
3777,0
4180,2
10434,1
6,1
16384,0
7882,1
6014,2
12406,2
9748,2
16711,0
10023,1
16817,0
15266,0
3324,1
1903,1
13457,2
12850,1
7201,1
15704,0
10130,2
8158,2
6897,2
15075,0
5131,1
18122,2
14946,0
16369,0
19197,0
18502,2
19219,2
17023,0
5224,2
14994,0
1578,2
18980,1
10321,1
8750,2
8287,1
16340,1
7180,2
16295,0
18901,2
12220,1
14541,0
8966,2
13970,1
14889,0
8453,2
11569,2
15827,0
16405,0
19791,2
16713,0
3932,2
4244,0
10135,1
9587,1
17010,0
6739,2
10967,2
14297,2
19564,2
15489,1
13137,2
14127,2
12385,1
15570,0
16699,0
19064,0
6241,1
15724,0
2475,1
15561,0
8944,2
11829,1
19089,0
16381,0
12314,2
16540,0
15327,0
19217,1
11444,1
16045,0
15375,0
6298,2
14961,0
10649,1
15173,0
8724,1
5670,2
18641,2
15219,0
8778,1
5545,2
14001,1
2231,1
1330,2
14888,0
16029,0
3245,2
4624,2
1385,2
8413,2
3306,1
14867,0
14878,1
15440,2
16936,2
5442,1
16703,1
15205,2
15441,0
15187,0
19104,0
6075,1
14866,0
16658,1
16274,2
13338,2
981,0
4640,0
14440,1
16726,2
6387,1
18826,1
19066,2
17017,0
2235,1
9704,2
16101,0
9012,1
17169,0
2101,1
16402,0
994,1
589,1
14950,0
14579,0
18742,0
3119,1
6609,1
15990,0
897,2
14744,0
15339,0
17152,0
19074,1
901,2
15818,0
15195,0
4611,0
17307,2
14486,0
346,2
17218,1
11216,1
14822,2
695,2
5074,2
4480,1
15598,1
16525,0
13654,2
16436,0
948,0
16676,0
11058,1
10077,2
16385,2
16819,2
15800,0
16060,0
14811,0
7151,2
15604,0
7149,2
17376,1
16152,0
9960,1
19142,2
15543,0
7918,1
15312,0
14807,2
16197,0
16432,0
4448,0
16785,0
10920,2
12474,2
4530,0
10307,2
9405,2
14779,0
8495,2
9721,2
5023,1
10843,1
19709,1
15826,0
15140,0
4663,1
14454,2
17976,2
10221,2
983,0
506,2
19466,2
14856,0
7373,2
16691,1
15506,0
11706,1
11877,1
17700,2
797,2
8755,2
8902,2
14948,0
7116,2
7765,2
15750,0
7958,2
16760,0
14810,0
3445,1
3328,1
14853,0
14674,2
16669,2
14904,0
16179,0
18714,0
6180,2
17925,2
14859,0
3747,1
1874,2
952,0
14960,0
14029,1
6290,2
16472,0
11556,1
11582,2
9968,1
15532,1
9865,1
5807,2
13919,2
4595,0
18343,2
14851,2
5201,2
15091,0
15886,0
16805,1
11263,2
4554,0
15325,0
4631,0
5874,1
17045,0
1093,0
4407,0
4616,0
10543,2
10301,1
4632,0
15907,0
6130,2
12637,2
12417,1
15983,0
15283,2
14872,0
14802,0
4205,0
13176,2
9963,1
2733,2
1875,1
16807,0
15817,0
16647,0
15791,0
16776,0
19000,0
13711,1
12173,1
6085,2
1511,1
12595,2
6004,2
14963,0
15457,0
17370,1
4322,0
17081,2
19043,0
1034,0
3958,1
15588,2
63,2
15585,0
19071,1
5271,1
15364,0
14997,0
16777,1
15683,0
10163,2
15835,0
2465,2
4415,0
17040,0
4869,2
1131,1
14871,2
18587,1
7566,2
19026,0
16787,0
8179,1
18438,2
16867,2
569,2
15984,0
15415,0
586,2
10512,2
18822,2
15189,0
1209,1
19196,0
14435,0
8935,2
16126,0
16238,0
14818,2
15323,0
19032,0
2669,2
16473,0
3887,1
16592,0
18203,2
7867,1
18486,2
16965,0
16681,2
2078,2
987,0
14927,0
4171,0
4433,0
1573,2
7211,1
1251,2
12992,1
16514,0
14692,2
4369,0
19332,1
19133,0
9786,2
3705,2
6656,1
14597,2
759,1
13239,1
18220,1
16743,0
15992,0
14376,0
19371,1
4417,0
15178,0
6408,2
14627,0
14926,0
4527,0
14640,0
15881,0
4351,0
13329,1
5939,1
16694,0
18995,2
18279,2
14710,0
15352,2
14566,0
15447,0
4466,0
4168,2
1005,0
14945,0
2879,2
13694,2
19254,0
4357,0
9096,2
4774,2
14630,0
3132,1
13467,1
14820,0
15381,0
6983,1
14694,0
15436,0
10547,1
2922,1
15590,0
14773,0
17970,2
15652,0
16245,0
16282,0
18945,0
19819,2
14760,1
15957,1
7140,2
18955,0
14516,0
14484,0
6202,2
17090,0
7049,2
992,0
11157,2
949,0
14570,2
5103,1
17027,0
1026,0
4075,2
1775,2
15103,0
15682,0
19565,2
16572,0
3187,1
14521,0
16085,0
101,2
16911,0
2130,2
1084,0
16556,2
17203,2
12590,1
16881,0
15113,0
8667,1
12108,2
1207,2
16228,0
9917,1
19908,1
5974,1
50,2
4593,0
15376,1
4135,2
10595,2
6434,2
1033,0
11046,2
15878,2
16018,2
8722,1
5094,2
19083,0
16256,0
14906,0
7325,1
9695,1
15398,0
4176,0
4920,1
14551,0
15194,0
15066,2
15088,0
19209,0
12736,2
12215,1
18463,2
3746,1
16730,0
8,1
7707,2
17103,0
15141,0
9691,2
4563,0
1497,2
15670,0
9875,1
5866,2
16506,0
16933,0
14557,2
7056,2
14974,0
3629,2
15723,0
9743,2
19004,1
12876,2
1967,2
4462,0
15063,0
15655,0
9747,1
6477,1
17149,0
15223,0
2182,2
13538,1
15095,1
14728,0
17528,1
16686,0
16741,0
16438,0
3797,0
6840,2
4356,0
8193,2
12754,2
2816,2
14525,0
4228,0
13102,2
14984,0
16123,2
17525,2
16315,0
17579,2
4496,0
9977,2
7952,1
3477,2
14463,0
13118,1
16352,0
18983,0
15432,0
14616,1
4980,1
18077,1
3779,0
5269,2
10421,2
16550,0
18723,0
10915,1
16338,1
15423,2
19327,1
17650,2
18590,1
6412,1
6083,1
17004,0
14803,0
15012,0
15649,1
17002,0
18966,0
10402,2
12332,2
16579,0
3753,1
16948,0
15389,0
2852,2
16048,0
2830,1
15401,0
14978,0
3694,2
19264,0
18798,1
4249,1
4567,0
14385,0
18057,2
14874,2
17630,2
10534,2
14060,2
18615,2
14698,0
8809,1
4573,0
15368,1
19288,0
11314,2
16189,0
17029,0
4812,1
16379,0
16800,0
2960,1
16400,0
18991,0
15641,0
15254,0
16158,0
16236,0
16662,0
15522,0
5760,2
14594,2
11295,2
11965,1
14592,0
14394,0
2688,1
19160,2
14511,0
16765,0
9969,2
16977,1
7873,1
10767,2
3313,1
17179,0
4556,0
17496,1
11379,2
10603,2
9957,2
16339,0
4359,1
15830,0
8274,2
466,2
7727,2
15406,0
14330,1
716,2
5238,2
3566,1
18691,0
13683,2
19184,0
17057,0
15890,0
7657,1
16225,0
16240,0
10575,2
16413,0
17153,2
14391,0
8494,2
5008,1
16736,0
4552,2
7085,2
19287,1
8726,1
7441,2
3570,1
15995,0
111,2
15920,0
2732,2
8373,1
19621,1
14688,0
14379,0
17030,0
15802,0
18236,2
8462,2
4321,0
12621,2
16124,0
6012,2
15874,2
1461,1
17694,1
14100,1
2844,2
15954,0
4523,0
14620,0
14181,2
8834,2
17491,2
5693,2
16593,0
14210,2
4234,2
17099,1
15029,0
13578,1
9871,2
8866,2
8698,1
19156,0
11752,1
15224,0
7969,2
8460,1
18176,2
7871,1
4181,0
17510,1
14632,2
16747,1
19163,0
14762,0
15209,0
7230,1
926,0
14972,0
4911,2
3536,2
13264,1
16958,0
10315,1
19038,0
19296,0
15638,2
5176,2
15928,0
10657,2
16261,1
15810,0
14407,0
5886,1
12152,1
4233,2
11793,1
7227,2
17809,1
3658,1
618,2
19103,1
8346,2
16774,0
4606,1
15666,0
8203,1
235,2
3586,2
4366,0
16685,1
7284,2
11597,1
16394,0
3769,2
15212,1
15980,0
19273,2
8112,2
3396,2
11583,2
15625,0
3457,1
16916,1
17068,0
989,0
4465,0
16652,0
3931,1
17087,2
4289,0
5808,2
14915,1
13972,2
4299,0
15970,0
19829,2
4403,0
16051,0
4167,0
4272,0
1331,2
17136,0
16666,0
19641,1
16090,0
11686,1
10655,2
6566,1
16444,0
14517,0
14434,0
4589,0
4566,0
15934,0
14147,1
8463,2
15042,0
16053,0
12668,1
13764,1
13463,1
6091,1
15521,2
7287,1
11213,2
19589,2
18946,0
14292,2
10441,2
11970,2
3823,0
12403,2
16398,1
12683,2
14988,0
7855,1
11187,2
1081,1
12065,1
3177,2
6556,2
12877,1
9643,1
7551,2
3948,2
15101,0
16547,0
14638,0
8399,2
232,1
16364,0
16028,0
6415,1
15250,0
16204,0
16102,0
12843,2
16899,0
4649,0
18243,2
14936,0
3820,0
3617,2
29,1
6896,1
8115,2
15644,0
606,2
16265,2
2244,2
10038,1
15450,1
15482,2
15648,0
16720,0
11376,1
19761,2
209,2
14611,0
16995,0
14844,0
18726,0
9136,1
11183,2
6592,2
14745,0
13998,2
1789,2
18229,2
8465,1
17043,0
16024,1
18352,1
14602,0
15718,0
4160,0
19139,0
19983,1
12867,1
16885,0
12138,2
9388,2
3580,2
2647,2
19597,1
18437,1
4586,1
13113,2
15074,0
16303,2
17344,2
16624,0
8845,1
4474,2
16310,0
10594,1
4638,0
14432,0
16861,0
2848,2
12579,1
15032,0
3533,2
16454,0
8927,1
19134,0
12444,1
4534,0
8195,2
16587,0
929,2
6156,1
261,2
13111,2
15336,0
7543,2
10273,2
2172,1
14713,0
2996,1
14687,0
17086,2
14792,0
6190,1
6240,2
14964,0
15761,2
16930,1
7740,2
12158,1
2089,1
14751,0
15475,0
1901,1
16660,0
18526,1
1473,2
13698,1
14755,0
14317,1
2371,1
4150,1
15911,0
4392,1
2876,1
12440,2
11744,2
15199,0
12956,1
16789,0
18746,0
1540,1
18818,2
4651,0
4986,2
5474,2
6002,1
12820,2
15213,0
14784,0
16673,0
916,2
12885,2
13217,2
16623,0
3448,1
7602,2
15027,1
15535,0
13739,1
8955,2
17725,2
5773,1
17140,1
16227,2
13801,2
16412,0
16294,0
16838,1
17250,2
16639,1
10095,1
15216,0
16275,0
2318,2
16456,2
932,0
15925,0
13426,1
15567,0
7440,2
5762,1
6193,2
16607,2
15332,0
9055,1
16705,0
19538,2
8709,2
4422,0
17131,0
15286,0
15201,2
5627,2
2309,2
15069,1
3832,0
16585,2
8222,1
16555,0
8286,1
16249,0
12133,1
8729,0
11194,1
17300,2
15573,0
14399,0
6304,1
3242,2
17645,2
4223,1
14968,0
15865,0
15996,2
16271,1
14094,2
900,2
8224,1
14735,1
15143,0
1426,1
328,2
18961,0
16019,0
9314,1
3892,0
3813,0
14789,1
14494,2
11346,1
16368,0
14200,2
14124,1
14962,0
5940,2
16920,0
19126,1
17028,0
16684,0
17036,0
9438,2
18817,2
74,1
10894,1
7899,2
18221,2
16613,0
19443,2
4239,2
8326,2
14952,0
2820,2
16490,0
6423,2
18628,1
3376,2
4214,0
3641,2
18648,2
10328,2
9583,2
10477,2
6108,1
19014,0
14852,0
3826,2
18971,1
7065,1
1095,0
17671,2
16735,0
15268,1
4773,2
16633,0
6787,1
8903,2
9825,1
3490,2
15454,0
5602,1
17825,2
3835,0
16408,0
19256,0
16571,1
372,1
5118,2
14780,0
16967,2
14568,0
16671,0
3511,1
10791,2
16883,0
15875,2
4269,0
10353,2
15669,0
13550,1
7731,1
14618,0
15486,2
4261,0
15287,0
16955,0
15361,1
14520,0
4427,0
1353,1
14809,0
3821,0
15001,0
4259,0
8707,2
5701,2
14786,2
1479,1
6020,1
17746,1
10997,2
17168,0
3223,1
8526,2
940,0
6499,2
1103,0
16301,2
2725,1
17155,0
7146,1
14583,0
4170,0
928,0
16263,0
4788,2
10243,2
15904,1
19100,1
754,2
15247,1
19765,1
17165,0
4582,2
16656,0
15267,0
11955,1
15082,0
3276,2
17357,1
16164,0
14502,0
17012,0
16386,0
16277,0
11921,2
16333,0
18748,0
15956,0
18312,2
3602,2
15748,0
14686,0
16682,0
16826,2
9396,2
15152,2
2580,2
4495,0
14783,0
18565,1
15407,0
10695,2
3037,1
3881,1
18355,1
958,0
8457,1
10489,2
5084,2
5011,2
11838,1
3815,0
3292,2
12289,1
14701,0
11558,1
17091,0
2202,1
18883,1
2908,1
425,2
14534,0
12927,2
11858,2
16672,0
15508,0
15717,1
8730,0
14513,0
982,0
15419,0
431,2
15061,0
3794,0
5345,2
17561,2
1759,2
8248,2
15473,0
16501,0
16465,2
8887,1
11466,2
15000,0
4642,0
16935,0
15558,0
14717,2
9482,1
16649,0
1932,2
19255,2
15231,0
15519,1
15491,0
16617,2
15624,2
4491,0
16440,0
16314,0
15654,0
13256,1
19229,0
19519,1
16569,2
16992,0
18948,2
15619,0
13943,1
8105,2
15775,1
4437,0
18119,1
15853,0
15085,0
5124,2
13981,2
18094,2
17101,0
11032,1
4140,1
16036,0
16419,2
14590,0
16191,0
16216,0
14726,1
14499,0
2102,2
16611,1
18702,0
14993,0
15927,2
4355,1
15402,2
16451,0
14804,0
4659,0
16974,0
11257,2
10018,2
3814,0
12084,2
15174,0
16377,1
10852,2
9830,1
4669,2
4397,1
15269,0
5227,1
19955,1
15913,0
16939,2
14531,0
3320,2
16427,0
16233,0
18933,2
16068,0
14504,0
1449,1
16425,0
16856,0
7866,2
1241,2
14870,0
1743,2
15632,0
10223,2
1978,1
19459,1
9878,2
17035,0
14505,1
14691,0
4226,0
12166,2
11598,2
6932,1
19129,0
1206,1
12266,1
15661,0
17931,1
6887,2
19956,1
16417,0
8529,1
7993,2
17073,0
18210,2
1839,1
15252,0
13431,2
14815,0
9651,2
551,2
14406,0
6550,1
5314,1
777,2
16855,0
18632,2
6177,1
13333,1
3301,1
15020,0
16254,0
14928,2
15978,0
18335,2
12712,1
19693,2
5714,1
16187,2
2129,2
4543,0
14514,0
14849,0
13809,1
954,1
11135,1
16222,0
17844,1
3846,1
12118,2
1011,2
17056,0
18710,0
12975,2
4277,2
6030,1
16176,0
14715,0
15274,0
7946,1
14837,0
13066,2
12381,1
14273,2
10109,2
19182,0
10682,1
18949,0
1108,1
1338,2
15329,1
17142,0
6665,2
10350,2
15753,0
9181,1
13647,2
15014,1
5146,2
14537,0
15426,0
7558,1
170,1
15680,0
15762,0
12196,1
15104,0
3167,2
16350,0
2100,1
3942,2
15993,0
10998,1
14733,2
13090,1
1038,0
16283,2
14377,0
19882,2
10801,2
15055,1
12271,1
16908,0
15289,0
972,2
11894,2
10501,2
4204,0
9627,1
15265,1
17764,2
17046,0
15360,0
6439,2
15285,0
15637,2
17822,1
2305,1
14911,0
15710,0
14580,0
12361,2
17124,0
16213,0
15582,0
19235,0
15709,0
19005,0
18852,1
252,2
14656,0
17150,0
14795,0
16025,0
8883,2
16576,2
5366,1
3036,2
4295,1
14846,0
8516,1
16397,2
12748,2
4512,2
11056,2
17702,2
5110,1
14959,0
14651,0
11088,2
4048,1
8637,2
10643,2
2592,1
4242,0
2619,1
14951,0
16021,0
134,2
14441,1
5674,1
999,0
15554,0
14488,0
14103,1
1971,2
4409,0
13087,1
16696,0
17146,0
4273,0
15779,0
17118,0
19226,0
15222,0
4646,0
16692,0
9515,2
9042,1
16596,0
16001,0
13615,2
13906,2
15745,0
14821,0
13583,2
16957,0
7870,1
13670,2
7747,1
13658,2
12544,2
117,2
14349,1
17053,0
16653,0
4516,0
4475,0
5090,2
3164,2
17032,0
11864,2
15317,0
15277,0
15390,0
16541,0
3789,0
14447,0
16091,0
10133,1
14536,0
4526,0
15597,0
1691,2
14495,1
19236,1
4224,2
15220,0
15926,2
17070,0
3347,1
16914,0
13165,2
13159,1
12973,1
956,0
4604,0
18588,2
16842,0
17965,2
4221,0
16600,1
7575,2
19198,2
6853,2
5890,1
12932,1
16500,1
4395,0
16642,1
3399,1
4149,1
15355,0
8008,2
5206,2
14019,1
18209,1
2880,2
2716,2
15461,0
17560,2
4629,0
4323,1
12696,1
16276,0
4661,0
18334,1
6752,1
2924,2
11478,1
13475,1
4617,0
14782,0
4532,0
5200,1
2703,2
16680,0
15534,0
18917,1
10081,1
7598,1
8829,1
14573,0
16309,1
15801,0
14485,0
15102,2
15366,2
10226,1
16670,0
13961,2
902,2
1012,0
16528,1
7588,2
3344,2
4284,0
16057,0
9152,2
14383,0
15711,0
2086,1
10364,2
8525,2
8090,1
5115,2
3837,0
10268,1
19951,2
13835,2
4521,0
9818,2
4435,0
10977,2
15503,1
16809,0
15675,0
9906,1
8098,2
17907,2
2292,2
2758,2
6094,2
17042,2
15610,0
13280,2
4300,0
17286,2
14892,0
704,2
64,1
11714,1
3189,1
16291,2
9845,1
11775,1
4644,0
13490,2
15794,2
744,1
11897,2
12116,1
17471,1
9301,2
3792,0
12244,1
17205,1
18244,1
3687,2
765,2
16820,0
17157,0
11267,1
15577,0
19159,2
3568,1
6972,1
6667,2
15397,2
14969,0
15987,0
9591,2
15400,0
3901,1
14768,0
5129,2
1143,2
4385,0
15167,0
15290,0
8445,1
943,0
2914,1
14591,0
17956,1
12680,2
15527,0
4494,0
16698,0
14501,0
8569,1
262,1
5718,2
16153,2
16367,0
18157,1
14431,0
1194,2
1653,2
9528,2
14366,2
19067,0
3790,0
5335,2
3581,1
2713,1
11040,2
15679,0
14729,0
15373,1
17001,2
12954,2
2109,2
15130,0
3778,2
19274,0
7701,2
2426,2
6646,2
13672,2
512,2
464,2
8922,1
14203,2
3888,0
15111,1
3889,1
4831,1
3827,0
16982,2
3819,1
17013,0
18824,1
5756,2
3425,2
10692,1
15234,0
16067,0
15080,0
9171,1
5728,1
977,0
3817,0
3070,2
8419,2
19702,1
10720,1
277,1
14923,0
4585,1
5159,0
13734,2
16983,2
6320,2
9216,2
15147,1
14587,2
2491,2
14559,0
16573,2
16616,0
16243,0
12371,1
15053,1
15726,0
7036,2
15702,2
953,1
165,2
15338,0
10652,2
18717,0
14929,1
2903,1
5274,2
19041,0
16866,0
10607,2
14542,0
1178,1
1100,0
16183,0
1319,2
10567,2
6042,1
15129,0
16786,1
16242,2
8875,1
14467,0
11543,2
18789,2
6420,2
15986,0
5576,2
15107,0
3761,1
15445,2
15172,0
16010,2
18735,0
11830,2
4540,0
3976,1
10463,2
15955,0
11338,2
1838,2
15188,2
12580,2
10939,2
16478,0
15013,0
16594,0
14445,0
1298,2
11601,1
16382,0
17930,1
9702,2
16088,0
6326,2
16894,0
18623,2
4544,0
3635,2
4767,1
14944,0
14554,0
18456,1
16763,0
11918,1
14294,1
10170,2
4404,2
16431,0
19267,0
4439,0
9054,1
17077,0
73,2
15721,0
7353,2
14404,0
14563,0
13612,2
16009,1
19183,0
2642,1
1105,0
9642,1
16269,0
19087,0
15342,0
12702,2
14865,0
3801,2
19539,1
16358,0
14623,0
6172,1
12206,2
14543,0
14860,0
19532,2
7081,2
5733,1
15537,0
4252,0
7799,2
18270,1
3501,2
4451,0
1098,0
4486,0
14515,0
19115,0
3666,2
6808,2
14842,1
5481,1
626,1
9797,1
16582,0
13005,1
5123,1
12483,2
16706,0
19192,0
7477,2
6118,1
3303,2
16268,0
15374,1
16772,0
11573,2
17712,2
8628,1
14661,0
15328,0
3816,0
1744,2
7219,1
18899,2
14957,0
14049,2
15470,1
8215,1
16580,2
14887,2
18046,2
19057,0
8926,2
15856,1
10898,1
15229,0
2510,1
15383,0
18685,0
15771,0
15768,0
1087,0
15123,0
4621,0
3784,0
10201,2
3833,0
10059,2
17810,2
9068,2
16470,0
18683,0
13803,2
4213,0
19116,0
18734,0
16080,0
17649,2
14816,0
16026,0
5080,1
16250,0
14398,0
9417,2
19065,0
16851,0
13674,2
15320,0
12806,1
19414,2
13429,2
19675,2
15112,0
963,0
10952,2
15989,0
16728,2
11276,1
14433,0
16155,2
9260,1
6798,1
4334,0
16059,0
16403,2
17139,0
17703,1
15004,0
17126,0
11074,1
15550,0
16687,0
4446,2
18053,1
6403,1
10304,1
15583,0
10191,1
12076,1
748,2
1943,1
3067,1
9905,2
16142,0
7054,2
1399,1
16313,1
19145,2
16913,0
12640,2
15484,0
14924,0
1009,0
16375,0
6404,2
15944,0
16122,0
5210,1
11658,1
3771,1
16137,1
14648,0
15760,0
19220,0
5449,1
14341,2
3139,1
10409,2
19496,2
16944,0
15240,0
